case_id,description,Intersection_num,case_no.,unit_1_direction,unit_1_movement,unit_2_direction,unit_2_movement,unit_at_fault,crash_type
18-124174,"3300 Yarbrough is a four lane north and south bound roadway, ith left turn lanes. 3300 Yarbrough is divided by a raisedconcrete median. 10600 Edgemere is a four lane east and westbound roadway, with left turn lanes. Edgemere is divided bydouble yellow lines. Unit # 2 is traveling north bound in theleft hand lane on the 3300 Block of Yarbrough. Unit # 1 istraveling south bound in the left hand turn lane on the 3400block of Yarbrough. Unit # 1 failed to yield the right of wayand turned left into the path of unit # 2.",3,158,SB,LT,NB,TH,unit 1,left turn
18-220209,"3300 YARBROUGH IS A NORTH/SOUTHBOUND, TWO WAY, FOUR LANE DIVIDED ROAD. 10600 EDGEMERE IS A WEST/EASTBOUND, TWO WAY, FOUR LANEDIVIDED ROAD. UNIT 2 DRIVER STATED SHE WAS TRAVELING ON THE 3300BLOCK OF YARBROUGH, SOUTHBOUND ON THE FAR RIGHT LANE WITH THERIGHT OF WAY/GREEN LIGHT, WHEN SHE OBSERVED UNIT 1 TURNING LEFTON FRONT OF HER. UNIT 2 DRIVER STATED , SHE WAS UNABLE TO STOPFOR UNIT 1 AND BOTH UNIT SUBSEQUENTLY COLLIDED. UNIT 1 DRIVERSTATED SHE WAS TRAVELING ON THE 3300 BLOCK OF YARBROUGH,NORTHBOUND, MANDATORY LEFT LANE/PROTECTED GREEN ARROW). UNIT 1DRIVER STATED SHE COULD NOT REMEMBER IF SHE HAD THE PROTECTEDGREEN ARROW OR NOT, BUT SHE ENTERED THE INTERSECTION COLLIDINGTH UNIT 2. THERE WERE NO INJURIES TO THIS COLLISION. THERERE THREE INDEPENDENT WITNESSES TO THIS COLLISION. DEL VILLARSAUL, 915-234-5791MORENO, JAVIER, 630-7493MONTES, ARIANA, 539-5192",3,159,NB,LT,SB,TH,unit 1,left turn
18-237135,"3500 Yarbrough is a 4 lane two way roadway for traffic traveling north and southbound divided by a raised center median. Unit 3as stopped in the left lane facing southbound on 3500 Yarbroughat the intersection at 10600 Edgemere awaiting for signalrotation. Unit 2 was also stopped in the left lane facingsouthbound 3500 Yarbrough behind unit 3. Unit 1 was behind unit3 in the left lane traveling southbound on 3500 Yarbrough. Asnit 1 proceeded southbound approaching units 2 and 3, unit 1failed to control speed causing unit 1 to collide into thebackend of unit 2 causing damages. Unit 2 due to the force ofthe impact from unit 1 moved forward and collided into theAM&0DIAbackend of unit 3 causing damages. All occupants of unit 3 wereQQ |transported to Del Sol Hospital for minor injuries. Nor reporteditnesses.",3,160,SB,TH,SB,TH,unit 1,rear end
18-242028,"3300 Yarbrough has four lanes (also Left turn lanes) that run North and South that intersect with 10700 Edgemere. 10700Edgemere has four lanes that run East and West. U#2 stated thatshe was in the right lane heading North on Yarbrough and had agreen light and as she entered the intersection u#1 suddenlyappeared in front of her and thus both vehicles collided. U#2stated that she had no idea as to where u#1 came from and wasnot able to avoid the collision with u#1. U#1 stated that heas South on Yarbrough and was in the left turn lane to headFast on Edgemere and stated that he believed that he had a greenarrow and as he was making his left turn, he and u#2 collided.There were no reported witnesses regarding this accident.",3,161,SB,LT,NB,TH,unit 1,left turn
18-255138,"The 3300 block of N. Yarbrough is a 4 lane roadway for North / Southbound travel. Two lanes for northbound and two lanes forsouthbound with mandatory left turn lanes each, divided by araised median. Unit 1 was traveling northbound on the 3300 blockof N. Yarbrough on the mandatory left turn lane to EdgemereBlvd. Unit 2 was traveling Southbound on the far left of travelapproaching the intersection of Edgemere. The driver of Unit 1failed to Yield the right of way to Unit 2 when making the leftturn to Edgemere, causing the listed damages. The driver of Unit1 advised she believed the driver of Unit 2 was speeding and didnot see Unit 2. The driver of Unit 2 advised the officers thatshe had a solid green light to proceed pass the intersectionhen Unit 1 hit her vehicle on the side.The driver of Unit 2complained of pain to her left side of her body. She refusedtransportation by Fire and Medical Personnel. (P20) The driverof Unit 1 complained of neck pain but refused medical attention.No other injuries were reported. The driver of Unit 1 was cited",3,162,NB,LT,SB,TH,unit 1,left turn
18-259090,"3300 Yarbrough is a 5-lane roadway that travels north and southbound with a middle turning lane, that intersects with the10600 block of Edgemere.10600 Edgemere is 5-lane roadway thattravels east and westbound with a middle turning lane, thatintersects with the 3300 Yarbrough.Unit 1 was travelingnorthbound on 3300 Yarbrough on the left lane. Unit 2 wastraveling eastbound on 10600 Edgemere. Unit 1 ran the red lightat the intersection of Edgemere and Yarbrough. Unit2 collidedinto the side of unit 1. Witness 1 advised that he observed unit1 ran the red light at the intersection of Edgemere andarbrough. Witness advised that he observed unit 2 collide intothe side of unit 1. Driver of unit 2 advised of neck pain andpassenger of unit 2 advised of pain to the right arm.",3,163,NB,TH,EB,TH,unit 1,right angle
18-265088,"3400 block of N. Yarbrough is a five lane, two way roadway for north bound and south bound traffic, divided by a raised median.The driver of Unit #2 was traveling northbound on N. Yarbrough,on the far right lane of travel. The driver of Unit #1 was alsotraveling north bound on N. Yarbrough, directly behind thedriver of Unit #2. The driver of Unit #2 slowed down for FireDepartment/ EMS vehicles responding to a call with their lightsand sirens, at which time the driver of Unit #1 failed tocontrol his speed, subsequently striking Unit #2 from behind.No witnesses or injuries were reported.",3,164,NB,TH,NB,TH,unit 1,rear end
18-275142,"3300 N. YARBROUGH IS A FOUR LANE TWO WAY ROADWAY (NORTH AND SOUTH) WITH ADDITIONAL TURNING LANES, DIVIDED BY A RAISEDMEDIAN. 10600 EDGEMERE IS A FOUR LANE TWO WAY ROADWAY (EAST ANDST) WITH ADDITONAL TURNING LANES, DIVIDED BY DOUBLE YELLOWLINES. UNIT 2 WAS EASTBOUND ON EDGEMERE. UNIT 1 WAS SOUTHBOUNDON YARBROUGH. UNIT 2 WAS PROCEDING THROUGH THE INTERSECTION.IT 1 FAILED TO STOP AT THE INTERSECTION AND COLLIDED INTO UNIT2. WITNESS ADVISED UNIT 1 NEVER SLOWED DOWN PRIOR TO THECOLLISION. DRIVER OF UNIT 1 TOLD THE OFFICER THAT HE HAD THEGREEN LIGHT. THE SIGNAL LIGHTS HAD A MALFUNCTION AND WERE NOTON IN ANY DIRECTIONS. WITNESS: FREEMAN CONES 915-282-3923",3,165,SB,TH,EB,TH,unit 1,right angle
18-311069,"3400 Yarbrough is a five lane two way roadway traveling North to South separated by a concrete median. 10600 Edgemere is a fivelane two way roadway traveling East to West separated by adouble yellow line. Unit 1 was traveling Southbound on Narbrough Dr when he drove through the intersection on a greenlight. As unit 1 was driving through intersecting Edgemere Blvd,nit 2 who was driving Westbound on Edgemere Blvd drove in frontof unit 1 causing unit 1 to crash into unit 2. Information wasexchanged by both drivers at the scene.",3,166,SB,TH,WB,TH,unit 1,right angle
19-047102,The 10700 block of Edgemere is a four lane two-way roadway that as two lanes that travel east and two lanes that travel westand contains a center left turn lane at the intersection of 3400arbrough. The 3400 block of Yarbrough is a four lane two-wayroadway that that has two lanes that travel north and two lanesChat travel south with a raised median separating the twodirections of travel. Unit 2 was traveling west on the 10700block of Edgemere in the right lane when she proceeded throughthe intersection of Yarbrough with a solid green light. At thesame Time Unit 1 was traveling east bound on the 10700 block ofFdgemere when she turned left at the intersection of Yarbroughith a solid green light. Unit 1 failed to yield right of wayturning left subsequently colliding into Unit 2 causing thelisted damage. There were no injuries or independent witnessesreported at the scene.,3,167,EB,LT,WB,TH,unit 1,left turn
19-134257,"10600 Edgemere is a 2-way, 4-lane roadway with a center left turn only lane which travels east to west. 3300 N. Yarbrough isa 2-way, 4-lane roadway with a center left turn only lane whichtravels north to south. Unit-02 was traveling east bound on thefar right lane at the 10600 block of Edgemere/ N. Yarbrough on agreen light. Unit-01 was traveling west bound on the far leftturn only lane 10700 block of Edgemere/ N. Yarbrough on annprotected green light. Unit-01 failed to yield the right ofay to unit-02 while making a left turn. Unit-01 was unable totake evasive action and collided into unt-01. Unit-0O2 driver wastransported with non-life threatening injuries to Del Sol. Wi-O1Ortiz, Alyssa 915-888-6670.",3,168,WB,LT,EB,TH,unit 1,left turn
19-159097,"3300 block of Yarbrough is a five Lane, two way divided roadway that travels in the North and South bound direction. Three Lanestravel northbound with a mandatory left lane, and two lanes thattravel southbound. 10600 block of Edgemere is five lane, two wayndivided roadway that travel in the East and West bounddirection. Three lanes travel eastbound with a mandatory leftturn lane, and two lane travel west bound. Unit 1 was travelingnorthbound on Yarbrough northbound in the mandatory left turnlane. Unit 2 was traveling southbound on Yarbrough southbound inlane #3. Unit 3 was traveling eastbound on Edgemere eastbound inthe mandatory left turn lane and came to a stop. Unit 1proceeded to turn left onto Edgemere westbound and failed toield the right of way to oncoming traffic. Unit 2 struck Unit 1ead on. Unit 2 was then pushed away by the force of the impactall the way towards Unit 3 where Unit 2 came to a stop strikingnit 3 on the left corner of the vehicle. No injuries werereported at the scene. There was one witness who stayed for",3,169,NB,LT,SB,TH,unit 1,left turn
19-214144,"3400 N Yarbrough is a two way (N-S) roadway, divided by a raised median. There are two southbound lanes with mandatory left turnlane. There are also, two northbound lanes with a mandatory leftturn Lane onto 10600 Edgemere. 10600 Edgemere is a two way (E-W)roadway, divided by broken white lines. Unit #2 was travelingsouth on the left Llane of traffic, on a green Light and theright of way. Unit #1 was traveling north and attempting a leftturn from 3400 N Yarbrough onto 10600 Edgemere. Unit #1's driverstated That he was not sure if he had a green arrow or a solidgreen light. Unit #1 crossed into the path of unit #2 causing acrash. Unit #2's driver stated that she was able to see unit #1and attempted to swerve to her left but did not fully avoid thestrike. There were no injuries reported at the scene noritnesses located.",3,170,NB,LT,SB,TH,unit 1,left turn
19-231220,"The 3400 block of N. Yarbrough is a six lane, two way roadway ith two lanes that travel north, two lanes that travel south, aandatory left hand turn lane in each direction divided by araised concrete median. The 3400 block of Yarbrough intersectsith the 10600 block of Edgemere at an intersection controlledby a traffic signal. The driver of Unit 2 advised that he wastraveling south on Yarbrough in the inside lane and as heapproached the intersection with a green light he observed Unit1 fail to yield the right of way and enter the intersectionattempting to turn west on to Edgemere. The driver of Unit 2advised that he swerved to the right in an attempt to avoid thecollision but was unsuccessful. The driver of Unit 1 advisedthat he was attempting to turn west on to Edgemere and did notsee Unit 2 traveling south. The driver of Unit 1 advised that hethen saw Unit 1 but the collision was unavoidable at that point.The driver of Unit 1 advised of pain from his right middlefinger. The driver of Unit 2 advised of pain from his left armand right side of his face. No other injuries were reported onscene. No witnesses were reported on scene.",3,171,NB,LT,SB,TH,unit 1,left turn
19-289282,"The 3400 block of Yarbrough is a 4 lane roadway traveling north and south separated by a raised median. Both Northbound andsouthbound Edgemere have a left turn lane at the intersection of10600 Edgemere which is a 4 lane roadway traveling east and westith left turn lanes. Unit #1 was at a solid green light facingnorthbound attempting to turn left onto West bound Edgemere.nit #2 was traveling in the #2 lane southbound when sheapproached a solid green light. Unit #2 proceed through athich point Unit #1 failed to yield the right of way turningleft. Unit #1 front right quarter panel then collided with thefront left quarter panel of Unit #2. The driver of Unit #2suffered an injury and was transported by Fire Medical Servicesto Sierra Medical Center East. There were two witnesses onscene. Wi-01: Rincon, Daniel Anthony 3/29/66 (915)204-6825Wi-02:Rios, Patricia 2/21/85 (915) 820-0314",3,172,NB,LT,SB,TH,unit 1,left turn
20-050197,"10600 EDGEMERE is a 2 way east/west roadway with 2 lanes east and 2 lanes west divided by a double yellow line and controlledby a traffic light at Yarbrough. 3300 N YARBROUGH is a 2 waynorth/south roadway with 2 lanes north and 2 lanes south dividedby a raised median and controlled by a traffic light. Unit 1as behind Unit 2 at the red traffic light east bound onFdgemere and when the light turned green, Unit 1 driver let goof her brake and tapped the rear of Unit 2. No injuries oritnesses reported. Driver of Unit 2 was contacted by telephoneto get some information that Unit 1 had failed to obtain.Report taken at the PHRC COLLISION REPORTING CENTER.",3,173,EB,TH,EB,TH,unit 1,rear end
20-354050,"3400 N Yarbrough is a 2-way, 5-lane divided by a raised median roadway which travels north and south. 10600 Edgemere is a 2-way, 2-Llane roadway divided by a double yellow line whichtravels east and west. Unit-02 was stationary on a red light inthe center lane of the 3400 block of N. Yarbrough. Unit-01 wastraveling south bound on the center lane of the 3400 block of N.arbrough behind unit-02. Unit-01 failed to control her speedand rear ended unit-02 rear bumper. No Independent witness waslocated and driver of unit-02 will seek medical attention atalater time.",3,174,SB,TH,SB,TH,unit 1,rear end
2020-000168,"Fdgemere Boulevard is a two way, four lane highway with an nprotected turning lane that runs east and west. Edgemereintersects with Yarbrough Drive at the 10600 block of KEdgemere., traffic control signal regulates traffic at this intersection.nit #3 was stopped facing eastbound on Edgemere as itintersects with Yarbrough Drive. The traffic control signal wasred. Unit #2 was stopped directly behind Unit #1. Unit #1,approached Unit #2 from the rear while failing to control it'sspeed. Unit #1 crashed into the rear of Unit #2 causing Unit #2to crash into the rear of Unit #3. Units #1, 2, and 3 all cameto rest facing eastbound at the intersection.",3,175,EB,TH,EB,TH,unit 1,rear end
